,order_id,user_id,platform,personal_or_business,placement_date,placement_weekday,placement_time,confirm_date,confirm_weekday,confirm_time,arrival_pickup_date,arrive_pickup_weekday,arrive_time,pickup_date,pickup_weekday,pickup_time,arrival_dest_date,arrival_dest_weekday,arrival_dest_time,distance,temperature,pickup_lat,pickup_long,dest_lat,dest_long,rider_id,pickup_to_arrival_time,placement_to_confirm_time,confirm_to_pickup_time
8139,12584,362,1,Personal,22,3,53812,22,3,53826,22,3,54420,22,3,54727,22,3,55961,5,25.7,-1.2942023,36.7958179,-1.2873232,36.7658572,54,1234,14,901
8140,13482,3426,3,Business,12,6,40700,12,6,40721,12,6,41151,12,6,41864,12,6,43155,2,23.25888921888938,-1.3012008,36.764868,-1.2873232,36.7658572,246,1291,21,1143
8141,20675,2663,1,Personal,29,6,60842,29,6,60886,29,6,61454,29,6,62071,29,6,62770,3,23.6,-1.2884066,36.7866984,-1.2931317,36.7778105,282,699,44,1185
8142,28153,84,3,Business,24,4,57219,24,4,57226,24,4,57877,24,4,58073,24,4,60841,8,22.7,-1.2553615,36.7895376,-1.2962832,36.7849683,71,2768,7,847
8143,9434,435,3,Business,6,4,57007,6,4,57023,6,4,57039,6,4,57876,6,4,60247,16,21.1,-1.300921,36.828195,-1.2016802,36.8190225,293,2371,16,853
8144,10606,1594,3,Business,16,2,55871,16,2,55916,16,2,56235,16,2,56589,16,2,57530,7,23.25888921888938,-1.2156006,36.8916865,-1.2467896,36.8698733,388,941,45,673
8145,5190,2828,3,Business,6,3,28753,6,3,28813,6,3,30699,6,3,31783,6,3,34019,12,23.25888921888938,-1.3263105,36.8622904,-1.3193822,36.7949906,61,2236,60,2970
8146,4898,2289,3,Business,27,3,51209,27,3,51280,27,3,51305,27,3,51718,27,3,52717,9,29.3,-1.2551895,36.7822034,-1.2857117,36.7968296,523,999,71,438
8147,27630,3517,3,Business,16,2,48208,16,2,48223,16,2,48295,16,2,50401,16,2,52499,13,27.5,-1.300921,36.828195,-1.2655495,36.910537,622,2098,15,2178
8148,10158,2216,3,Business,21,2,36127,21,2,36175,21,2,36200,21,2,36544,21,2,38309,10,23.25888921888938,-1.2551895,36.7822034,-1.2287282,36.8115304,576,1765,48,369
8149,27756,516,3,Business,30,5,40083,30,5,40110,30,5,40848,30,5,41601,30,5,42978,6,23.5,-1.2571472,36.7950633,-1.2925919,36.8170577,19,1377,27,1491
8150,10258,3201,3,Business,6,2,52928,6,2,53944,6,2,54485,6,2,54600,6,2,55975,14,27.4,-1.2232123,36.8932547,-1.2649605,36.7981777,456,1375,1016,656
8151,11015,49,3,Business,18,2,62184,18,2,62252,18,2,62316,18,2,63528,18,2,65807,7,23.7,-1.2798347,36.8219092,-1.3010773,36.7752554,469,2279,68,1276
8152,20668,2216,3,Business,28,5,60060,28,5,60089,28,5,61709,28,5,62004,28,5,65139,15,24.5,-1.2867627,36.883446,-1.2198413,36.9054958,56,3135,29,1915
8153,20592,2710,3,Personal,28,4,56714,28,4,56723,28,4,56763,28,4,57407,28,4,59333,14,27.2,-1.2535486,36.7933541,-1.2374255,36.8920631,674,1926,9,684
8154,25365,136,3,Business,4,4,35745,4,4,35787,4,4,37609,4,4,38752,4,4,41637,15,23.25888921888938,-1.3326173,36.7146233,-1.3233496,36.8139159,565,2885,42,2965
8155,12994,265,3,Business,12,2,38645,12,2,38678,12,2,40275,12,2,40998,12,2,42892,14,28.0,-1.2171852,36.8145508,-1.300921,36.828195,882,1894,33,2320
8156,9139,1178,3,Business,28,5,42104,28,5,42142,28,5,43042,28,5,43150,28,5,44706,13,25.1,-1.280285,36.780954,-1.3169591,36.7000029,731,1556,38,1008
8157,16244,393,3,Business,7,2,31859,7,2,31871,7,2,31874,7,2,34854,7,2,34857,11,23.25888921888938,-1.3167113,36.8301563,-1.2638185,36.7930057,619,3,12,2983
8158,5624,868,3,Business,2,4,55840,2,4,59547,2,4,59987,2,4,60846,2,4,62746,14,23.6,-1.293515,36.897607,-1.265715,36.823815,676,1900,3707,1299
8159,3477,2801,3,Business,16,2,44691,16,2,44749,16,2,45714,16,2,46203,16,2,48225,15,23.25888921888938,-1.3104506,36.8687235,-1.2674274,36.7870827,448,2022,58,1454
8160,9327,76,1,Personal,25,6,52705,25,6,52742,25,6,54092,25,6,54269,25,6,55372,8,23.25888921888938,-1.260232,36.807334,-1.2962832,36.7849683,598,1103,37,1527
8161,11620,2570,3,Personal,20,1,54238,20,1,54287,20,1,54819,20,1,54980,20,1,56259,12,23.25888921888938,-1.25896,36.8016691,-1.2295297,36.8833095,96,1279,49,693
8162,812,1500,3,Business,30,2,46819,30,2,46833,30,2,46838,30,2,47018,30,2,48539,12,22.4,-1.2574219,36.7927073,-1.3177547,36.8303703,10,1521,14,185
8163,18288,3410,3,Business,12,3,39499,12,3,40457,12,3,45064,12,3,45299,12,3,48414,21,23.3,-1.3700383,36.9190174,-1.2917868,36.7872675,753,3115,958,4842
8164,26149,2216,3,Business,4,5,35261,4,5,35284,4,5,35505,4,5,37617,4,5,39425,15,17.3,-1.2867627,36.883446,-1.2854174,36.7951152,557,1808,23,2333
8165,6824,2448,2,Personal,25,5,52582,25,5,53712,25,5,55332,25,5,55683,25,5,57417,8,23.6,-1.3251584,36.8199384,-1.265715,36.808525,888,1734,1130,1971
8166,5695,3621,3,Business,29,5,36258,29,5,36330,29,5,37023,29,5,37097,29,5,37938,3,20.7,-1.2836583,36.7886014,-1.3025667,36.7803495,468,841,72,767
8167,24247,3158,2,Personal,24,4,59189,24,4,59331,24,4,60359,24,4,62009,24,4,63437,7,21.0,-1.2855799,36.8176209,-1.289274,36.7781339,808,1428,142,2678
8168,5575,2956,3,Business,4,1,49383,4,1,49398,4,1,51005,4,1,51246,4,1,53557,3,28.4,-1.2584143,36.8048002,-1.2551895,36.7822034,727,2311,15,1848
8169,8312,868,3,Business,4,2,43328,4,2,43447,4,2,43898,4,2,44769,4,2,46003,5,18.7,-1.2600926,36.8088685,-1.265715,36.823815,208,1234,119,1322
8170,15303,1395,1,Personal,17,7,46580,17,7,48210,17,7,48595,17,7,48709,17,7,49613,10,15.7,-1.3015907,36.7684633,-1.3149257,36.8441635,185,904,1630,499
8171,2390,248,3,Business,6,4,40109,6,4,40244,6,4,41182,6,4,41653,6,4,42688,6,19.7,-1.286937,36.8246742,-1.2988291,36.7795686,821,1035,135,1409
8172,10508,1637,3,Business,30,4,41590,30,4,41627,30,4,42582,30,4,44681,30,4,46363,9,20.5,-1.2551895,36.7822034,-1.3014461,36.7661381,548,1682,37,3054
8173,5348,1544,3,Business,3,1,58808,3,1,61748,3,1,62070,3,1,63738,3,1,64109,1,17.5,-1.2887801,36.8297743,-1.2885029,36.825605,673,371,2940,1990
8174,326,1946,1,Personal,13,1,33095,13,1,33131,13,1,34304,13,1,34871,13,1,35665,5,15.4,-1.2913382,36.8018508,-1.2765064,36.8215724,234,794,36,1740
8175,19792,3715,1,Personal,10,4,32906,10,4,36534,10,4,38750,10,4,38989,10,4,40082,7,23.25888921888938,-1.2794105,36.8215655,-1.3159197,36.8516724,123,1093,3628,2455
8176,22122,867,3,Business,2,3,45435,2,3,45438,2,3,45483,2,3,47143,2,3,48664,14,22.0,-1.306378,36.7519845,-1.3177547,36.8303703,294,1521,3,1705
8177,14865,438,3,Personal,7,4,61092,7,4,61105,7,4,62548,7,4,62646,7,4,63537,5,29.2,-1.2563576,36.7881585,-1.2695287,36.7981777,291,891,13,1541
8178,22584,72,1,Personal,30,3,45248,30,3,47747,30,3,49336,30,3,50247,30,3,53750,7,24.9,-1.3222489,36.7867025,-1.2932803,36.774089,480,3503,2499,2500
8179,538,2280,2,Personal,24,1,51816,24,1,51897,24,1,52393,24,1,52674,24,1,53425,3,23.25888921888938,-1.274089,36.7997508,-1.2675613,36.8133001,882,751,81,777
8180,11236,633,3,Business,4,2,33796,4,2,34713,4,2,35706,4,2,35937,4,2,36444,4,15.8,-1.3077869,36.8443207,-1.3004062,36.829741,932,507,917,1224
8181,16090,2523,3,Business,30,3,34393,30,3,34418,30,3,34618,30,3,36581,30,3,37801,10,19.9,-1.2551895,36.7822034,-1.3073569,36.8202163,322,1220,25,2163
8182,3484,3291,3,Business,29,5,33649,29,5,33680,29,5,35565,29,5,37055,29,5,39681,16,20.9,-1.293515,36.897607,-1.2600926,36.8088685,377,2626,31,3375
8183,22040,3727,3,Business,21,1,48230,21,1,48272,21,1,48859,21,1,48938,21,1,49849,3,27.6,-1.2963097,36.7688221,-1.2860203,36.7832538,355,911,42,666
8184,11009,2889,1,Personal,7,1,48589,7,1,48652,7,1,49203,7,1,49669,7,1,50474,4,20.7,-1.2720542,36.7910241,-1.263419,36.8060348,100,805,63,1017
8185,6019,3403,3,Business,6,2,55698,6,2,56356,6,2,57801,6,2,57967,6,2,59980,16,27.7,-1.2551895,36.7822034,-1.3326173,36.7146233,123,2013,658,1611
8186,4231,3410,3,Business,1,1,44648,1,1,44668,1,1,45249,1,1,47712,1,1,47729,21,24.1,-1.2917868,36.7872675,-1.3700383,36.9190174,41,17,20,3044
8187,2201,811,3,Personal,3,5,52521,3,5,52683,3,5,53064,3,5,54250,3,5,55849,4,23.25888921888938,-1.2963097,36.7688221,-1.285355,36.795287,599,1599,162,1567
8188,18865,788,3,Business,27,2,38887,27,2,38899,27,2,41545,27,2,41688,27,2,43594,14,24.0,-1.2156006,36.8916865,-1.225322,36.80855,199,1906,12,2789
8189,3382,3109,2,Personal,22,5,29568,22,5,29600,22,5,30844,22,5,32448,22,5,35079,9,16.3,-1.2894847,36.7556088,-1.3066143,36.8161046,140,2631,32,2848
8190,3654,1781,3,Business,5,3,50208,5,3,50262,5,3,51706,5,3,52344,5,3,54622,7,25.1,-1.2571472,36.7950633,-1.3004062,36.829741,439,2278,54,2082
8191,1080,1342,3,Business,4,4,58266,4,4,58273,4,4,58297,4,4,58736,4,4,59365,6,24.6,-1.3025826,36.7670807,-1.3043952,36.7664138,882,629,7,463
8192,14662,1124,3,Business,15,3,45307,15,3,45356,15,3,45533,15,3,46662,15,3,48077,11,18.1,-1.269018,36.796803,-1.2812601,36.7340272,446,1415,49,1306
8193,584,12,3,Business,12,4,47820,12,4,48016,12,4,49586,12,4,50203,12,4,51699,11,21.8,-1.240021,36.84999,-1.2655477,36.8001682,937,1496,196,2187
8194,24100,2523,3,Business,9,2,52141,9,2,52150,9,2,52300,9,2,52778,9,2,53086,3,30.7,-1.2551895,36.7822034,-1.2560455,36.7800867,690,308,9,628
8195,7961,2801,3,Business,10,5,41743,10,5,41772,10,5,42930,10,5,43145,10,5,44464,10,23.25888921888938,-1.2674274,36.7870827,-1.2653185,36.8358841,930,1319,29,1373
8196,28174,1725,3,Business,25,3,44729,25,3,44755,25,3,45385,25,3,45975,25,3,47020,4,23.25888921888938,-1.2652108,36.8056075,-1.2566078,36.7832089,88,1045,26,1220
8197,601,3295,3,Business,22,4,53914,22,4,54042,22,4,54533,22,4,54770,22,4,55845,8,26.2,-1.2571472,36.7950633,-1.3025667,36.7803495,199,1075,128,728
8198,16263,2587,3,Business,7,1,54845,7,1,54884,7,1,55083,7,1,56730,7,1,57813,6,26.6,-1.2551895,36.7822034,-1.28878,36.8168312,205,1083,39,1846
8199,7167,1389,3,Business,1,3,53143,1,3,53171,1,3,53585,1,3,55094,1,3,57177,13,23.25888921888938,-1.2283403,36.8822756,-1.207546,36.7913976,691,2083,28,1923
8200,3611,3631,3,Personal,9,2,38520,9,2,38617,9,2,39023,9,2,39331,9,2,39734,2,22.0,-1.2963097,36.7688221,-1.3043649,36.7816132,750,403,97,714
8201,23233,2195,1,Business,25,2,36428,25,2,36447,25,2,37057,25,2,38823,25,2,40367,10,23.7,-1.265715,36.823815,-1.3313643,36.8577422,96,1544,19,2376
8202,15122,1715,3,Business,3,4,41593,3,4,41639,3,4,42154,3,4,43873,3,4,45538,10,21.9,-1.320982,36.828491,-1.253966,36.7987692,720,1665,46,2234
8203,5636,627,3,Business,25,1,35493,25,1,35552,25,1,35600,25,1,36232,25,1,37577,9,21.2,-1.2551895,36.7822034,-1.2986123,36.8076281,783,1345,59,680
8204,11199,3222,3,Business,8,5,62014,8,5,62495,8,5,63188,8,5,63317,8,5,65313,4,28.1,-1.2551895,36.7822034,-1.261403,36.7692242,300,1996,481,822
8205,26991,3560,3,Business,17,3,37449,17,3,37499,17,3,38900,17,3,39130,17,3,40297,5,25.5,-1.2765736,36.8513646,-1.279395,36.825364,477,1167,50,1631
8206,17704,3578,3,Business,4,2,49037,4,2,49247,4,2,50434,4,2,51023,4,2,52139,10,22.5,-1.2440647,36.7190288,-1.2527958,36.7976244,161,1116,210,1776
8207,15092,3647,3,Business,7,2,59612,7,2,59629,7,2,59746,7,2,59972,7,2,61346,8,23.25888921888938,-1.272639,36.794723,-1.3068209,36.8282524,660,1374,17,343
8208,8475,2066,3,Business,30,4,61194,30,4,61299,30,4,62206,30,4,62535,30,4,63708,8,20.3,-1.316961,36.820337,-1.2849815,36.7767751,101,1173,105,1236
8209,26076,185,1,Personal,9,1,33745,9,1,33778,9,1,34067,9,1,34359,9,1,35736,15,15.5,-1.3069127,36.8351372,-1.2624998,36.7516423,216,1377,33,581
8210,22543,3688,3,Business,27,3,52483,27,3,52517,27,3,54305,27,3,54769,27,3,57121,17,29.3,-1.3463042,36.768164,-1.2551895,36.7822034,168,2352,34,2252
8211,6003,2271,3,Business,18,6,38382,18,6,38404,18,6,39556,18,6,40511,18,6,41717,12,21.3,-1.228911,36.881876,-1.293515,36.897607,68,1206,22,2107
8212,3575,265,3,Business,20,3,36284,20,3,36314,20,3,36537,20,3,36809,20,3,37654,3,21.0,-1.300921,36.828195,-1.3230539,36.8464688,206,845,30,495
8213,8088,1357,1,Personal,28,5,44138,28,5,44239,28,5,45506,28,5,46194,28,5,48998,5,25.1,-1.2663525,36.8128337,-1.2897215,36.7945959,537,2804,101,1955
8214,16498,1075,3,Business,23,6,54086,23,6,54124,23,6,54767,23,6,55054,23,6,55461,1,28.5,-1.2649605,36.7981777,-1.2527958,36.8003131,167,407,38,930
8215,21674,393,3,Business,27,2,42025,27,2,42051,27,2,42055,27,2,43138,27,2,44933,14,23.8,-1.3177547,36.8303703,-1.306378,36.7519845,10,1795,26,1087
8216,5370,246,3,Business,16,3,54856,16,3,54917,16,3,55838,16,3,56009,16,3,58141,5,26.8,-1.2584143,36.8048002,-1.2653185,36.8358841,879,2132,61,1092
8217,14527,517,3,Business,5,4,33611,5,4,33670,5,4,33724,5,4,36720,5,4,36836,8,23.25888921888938,-1.3177547,36.8303703,-1.2770708,36.8231093,284,116,59,3050
8218,12357,972,3,Business,25,4,65585,25,4,65604,25,4,66290,25,4,66414,25,4,67552,5,23.25888921888938,-1.2862033,36.8152966,-1.2785902,36.7931582,612,1138,19,810
8219,9147,3365,2,Personal,31,2,45083,31,2,45097,31,2,45461,31,2,45544,31,2,46459,5,18.6,-1.2795796,36.819062,-1.304078,36.83014,933,915,14,447
8220,24535,3222,3,Business,25,4,58396,25,4,58491,25,4,58907,25,4,59337,25,4,60054,1,23.25888921888938,-1.2551895,36.7822034,-1.2549259,36.7919494,205,717,95,846
8221,8593,1724,3,Business,20,1,47623,20,1,47637,20,1,48408,20,1,48571,20,1,49505,6,23.25888921888938,-1.2551895,36.7822034,-1.279395,36.825364,448,934,14,934
8222,13859,2987,3,Business,8,3,59103,8,3,59137,8,3,59679,8,3,60087,8,3,60679,3,24.1,-1.270212,36.8210877,-1.2649605,36.7981777,427,592,34,950
8223,5077,2523,3,Business,25,4,52075,25,4,52100,25,4,52121,25,4,52802,25,4,53731,10,23.25888921888938,-1.2551895,36.7822034,-1.2287282,36.8115304,291,929,25,702
8224,25750,53,3,Business,10,1,55801,10,1,56707,10,1,57460,10,1,58841,10,1,60196,8,18.4,-1.2770708,36.8231093,-1.276954,36.765926,910,1355,906,2134
8225,11964,635,3,Business,10,5,35144,10,5,35197,10,5,36238,10,5,36417,10,5,37325,7,13.7,-1.2599563,36.7993439,-1.269656,36.767011,574,908,53,1220
8226,16846,3689,3,Business,26,1,40131,26,1,41309,26,1,41792,26,1,42070,26,1,43669,9,22.9,-1.2765736,36.8513646,-1.2527958,36.8003131,629,1599,1178,761
8227,26596,3222,3,Business,21,4,39024,21,4,39041,21,4,39106,21,4,39352,21,4,43372,19,27.9,-1.2551895,36.7822034,-1.334474,36.88389,793,4020,17,311
8228,4516,136,3,Business,20,5,47125,20,5,47130,20,5,47708,20,5,48901,20,5,50579,12,20.6,-1.2738338,36.782403,-1.3326173,36.7146233,844,1678,5,1771
8229,16849,28,3,Business,12,5,50692,12,5,50916,12,5,52244,12,5,53146,12,5,55273,13,27.3,-1.3022899,36.869332,-1.2917868,36.7872675,882,2127,224,2230
8230,18084,393,3,Business,9,3,49645,9,3,49664,9,3,49669,9,3,51230,9,3,52377,11,25.5,-1.3167113,36.8301563,-1.2574219,36.7927073,62,1147,19,1566
8231,9867,2330,3,Business,19,2,51776,19,2,51848,19,2,53295,19,2,53409,19,2,54478,8,29.4,-1.2325706,36.8083923,-1.2637057,36.80517,318,1069,72,1561
8232,14256,909,3,Business,10,3,48835,10,3,48942,10,3,49543,10,3,50758,10,3,51599,8,30.7,-1.225322,36.80855,-1.2675238,36.8127148,291,841,107,1816
8233,26173,1467,3,Personal,2,2,54615,2,2,54656,2,2,55298,2,2,55507,2,2,55876,2,26.0,-1.2984591,36.7855438,-1.2892529,36.7740575,312,369,41,851
8234,25299,868,3,Business,21,6,41963,21,6,41981,21,6,42424,21,6,43243,21,6,44283,6,16.3,-1.307143,36.825009,-1.265715,36.823815,670,1040,18,1262
8235,27708,3647,3,Business,6,2,56433,6,2,57779,6,2,59008,6,2,59290,6,2,60543,7,27.6,-1.272639,36.794723,-1.2981625,36.8130142,854,1253,1346,1511
8236,27643,391,3,Business,27,6,39265,27,6,40033,27,6,40470,27,6,40678,27,6,41584,5,23.25888921888938,-1.2784063,36.8222933,-1.3081376,36.8329772,341,906,768,645
8237,18236,2412,3,Business,3,4,57525,3,4,57549,3,4,58506,3,4,58601,3,4,59388,5,26.2,-1.2285835,36.8826468,-1.2156006,36.8916865,854,787,24,1052
8238,17386,2195,3,Business,20,6,47525,20,6,47543,20,6,48571,20,6,48913,20,6,49809,9,23.25888921888938,-1.265715,36.823815,-1.228911,36.881876,309,896,18,1370
8239,27850,2013,3,Personal,18,1,31843,18,1,31915,18,1,33113,18,1,33260,18,1,34729,12,15.2,-1.2840461,36.7934021,-1.238874,36.807889,808,1469,72,1345
8240,19911,3091,3,Business,11,2,44719,11,2,47132,11,2,47790,11,2,48630,11,2,50668,9,19.2,-1.3052491,36.8223899,-1.3025826,36.7670807,665,2038,2413,1498
8241,13931,3222,3,Business,24,4,36443,24,4,36493,24,4,36531,24,4,36932,24,4,39632,16,19.2,-1.2551895,36.7822034,-1.3312488,36.8801409,268,2700,50,439
8242,10082,1245,3,Business,9,4,32366,9,4,32376,9,4,34906,9,4,36397,9,4,40655,16,17.0,-1.3878505,36.7692885,-1.300921,36.828195,939,4258,10,4021
8243,15333,2814,2,Personal,5,2,35038,5,2,35098,5,2,35479,5,2,36692,5,2,36937,1,17.7,-1.2909043,36.7907801,-1.2899,36.7794355,24,245,60,1594
8244,15121,2310,3,Business,10,4,57164,10,4,57998,10,4,59232,10,4,59898,10,4,60790,6,22.1,-1.2765736,36.8513646,-1.2859912,36.8756811,668,892,834,1900
8245,3925,432,3,Business,24,5,51037,24,5,51548,24,5,51845,24,5,52113,24,5,53378,8,22.8,-1.3012008,36.764868,-1.2819054,36.8237089,404,1265,511,565
8246,1397,2216,3,Business,25,4,42909,25,4,42926,25,4,43107,25,4,43433,25,4,44423,5,19.9,-1.2551895,36.7822034,-1.2731645,36.7900343,464,990,17,507
8247,18116,3557,3,Business,3,3,57666,3,3,57761,3,3,57865,3,3,59316,3,3,59922,2,26.8,-1.2523599,36.8017648,-1.2546732,36.8086796,574,606,95,1555
8248,12133,1141,3,Business,24,3,43779,24,3,43908,24,3,44341,24,3,45295,24,3,46474,7,19.9,-1.2951297,36.8335521,-1.2684319,36.8165853,210,1179,129,1387
8249,4798,346,3,Business,12,2,45395,12,2,45491,12,2,45711,12,2,46756,12,2,47826,5,24.4,-1.2620912,36.8013562,-1.28878,36.8168312,379,1070,96,1265
8250,13298,1209,3,Business,8,1,53676,8,1,54039,8,1,54807,8,1,55004,8,1,55810,4,29.6,-1.2770708,36.8231093,-1.3004062,36.829741,855,806,363,965
8251,13793,1882,3,Business,4,1,29332,4,1,29348,4,1,29693,4,1,31507,4,1,32550,6,22.0,-1.2958783,36.7928125,-1.2588775,36.8079744,715,1043,16,2159
8252,9915,1471,3,Business,30,2,40372,30,2,41036,30,2,41840,30,2,42064,30,2,45529,17,23.25888921888938,-1.2551895,36.7822034,-1.3323949,36.8915219,96,3465,664,1028
8253,16880,2801,3,Business,4,1,29343,4,1,30968,4,1,31589,4,1,31651,4,1,33972,9,22.1,-1.2595422,36.7871178,-1.307726,36.839117,452,2321,1625,683
8254,8271,1500,3,Business,27,6,30260,27,6,30333,27,6,33073,27,6,33149,27,6,34921,8,23.25888921888938,-1.3004062,36.829741,-1.2638185,36.7930057,309,1772,73,2816
8255,2465,1959,3,Business,2,2,51835,2,2,51932,2,2,52606,2,2,57693,2,2,60156,10,29.5,-1.2551895,36.7822034,-1.2664227,36.7453671,850,2463,97,5761
8256,2003,2436,3,Business,31,5,63606,31,5,63633,31,5,63918,31,5,64625,31,5,67619,18,19.7,-1.2551895,36.7822034,-1.2198413,36.9054958,720,2994,27,992
8257,19692,909,3,Business,24,3,56555,24,3,56580,24,3,57894,24,3,58468,24,3,60067,14,23.25888921888938,-1.225322,36.80855,-1.2413316,36.8785525,607,1599,25,1888
8258,9672,63,2,Personal,2,7,57318,2,7,59509,2,7,60212,2,7,60757,2,7,65431,14,23.25888921888938,-1.2647469,36.8157706,-1.2846933,36.9059033,654,4674,2191,1248
8259,11028,435,3,Business,14,5,51931,14,5,51991,14,5,53325,14,5,53885,14,5,56772,16,23.2,-1.300921,36.828195,-1.2094552,36.8073286,149,2887,60,1894
8260,26671,1721,3,Business,23,2,42233,23,2,42250,23,2,42386,23,2,42830,23,2,43403,4,23.25888921888938,-1.2551895,36.7822034,-1.2728947,36.8079426,438,573,17,580
8261,18880,457,3,Personal,11,1,56112,11,1,56124,11,1,56308,11,1,56537,11,1,57136,6,27.9,-1.2985749,36.8088,-1.2697893,36.8124106,250,599,12,413
8262,14130,635,3,Business,3,5,41010,3,5,41428,3,5,43926,3,5,46784,3,5,48521,9,23.25888921888938,-1.300921,36.828195,-1.2708331,36.7904193,292,1737,418,5356
8263,17176,1245,3,Business,15,5,55437,15,5,55479,15,5,55488,15,5,57648,15,5,60197,18,18.0,-1.300921,36.828195,-1.3090489,36.7065907,267,2549,42,2169
8264,21579,1527,3,Business,28,2,42265,28,2,42290,28,2,42297,28,2,42817,28,2,43812,9,21.3,-1.2638185,36.7930057,-1.3004062,36.829741,576,995,25,527
8265,23535,2523,3,Business,6,4,50617,6,4,50660,6,4,51570,6,4,51843,6,4,52197,3,21.1,-1.2551895,36.7822034,-1.2560455,36.7800867,570,354,43,1183
8266,8220,1557,3,Business,28,5,37873,28,5,38656,28,5,39094,28,5,39778,28,5,41666,5,25.0,-1.3147074,36.811722,-1.3054934,36.8042267,713,1888,783,1122
8267,6089,1469,3,Business,13,3,57427,13,3,57540,13,3,57821,13,3,58148,13,3,60061,7,29.3,-1.2551895,36.7822034,-1.2995738,36.8199719,276,1913,113,608
8268,21342,3426,3,Business,12,6,50911,12,6,50926,12,6,51623,12,6,51767,12,6,53189,9,24.9,-1.3012008,36.764868,-1.2594539,36.8067841,817,1422,15,841
8269,623,1402,3,Business,21,4,51932,21,4,52015,21,4,53210,21,4,54369,21,4,54914,1,31.2,-1.2793686,36.8259233,-1.2813012,36.8323962,61,545,83,2354
8270,21186,3470,3,Business,29,4,42560,29,4,44443,29,4,46162,29,4,48112,29,4,48942,2,21.3,-1.290894,36.822971,-1.28878,36.8168312,362,830,1883,3669
8271,14183,2542,3,Personal,30,6,45203,30,6,46017,30,6,47609,30,6,48874,30,6,52688,5,23.9,-1.2883158,36.8199114,-1.2899816,36.7846439,95,3814,814,2857
8272,23058,2271,3,Business,18,1,47308,18,1,47344,18,1,48233,18,1,49258,18,1,50983,11,30.9,-1.228911,36.881876,-1.293515,36.897607,75,1725,36,1914
8273,23297,1329,3,Business,28,2,44431,28,2,44465,28,2,45550,28,2,45682,28,2,46800,6,21.1,-1.311452,36.82182,-1.273056,36.811298,591,1118,34,1217
8274,12320,1162,3,Business,8,5,48765,8,5,49662,8,5,50374,8,5,51414,8,5,53368,8,27.1,-1.2618811,36.8041786,-1.312261,36.794658,953,1954,897,1752
8275,1458,265,3,Business,15,5,49564,15,5,50418,15,5,52366,15,5,52696,15,5,55312,7,28.0,-1.2642978,36.819261,-1.300921,36.828195,611,2616,854,2278
8276,2460,2523,3,Business,5,2,43276,5,2,43302,5,2,43778,5,2,44062,5,2,47154,28,25.6,-1.2551895,36.7822034,-1.1429062,36.9300994,154,3092,26,760
8277,27650,3647,3,Business,31,4,46263,31,4,46563,31,4,47052,31,4,47478,31,4,48337,8,26.5,-1.272639,36.794723,-1.2698168,36.7421898,247,859,300,915
8278,7859,517,3,Business,4,5,37488,4,5,40359,4,5,40492,4,5,41105,4,5,41549,4,17.3,-1.3167113,36.8301563,-1.3004062,36.829741,523,444,2871,746
8279,6037,136,3,Business,1,3,63495,1,3,63522,1,3,64437,1,3,64652,1,3,66970,16,23.5,-1.3326173,36.7146233,-1.2649605,36.7981777,334,2318,27,1130
8280,3317,633,3,Business,26,2,54214,26,2,54261,26,2,55180,26,2,55517,26,2,57276,12,30.8,-1.2991441,36.7528804,-1.3004062,36.829741,306,1759,47,1256
8281,18853,1145,2,Personal,11,3,61747,11,3,62124,11,3,62644,11,3,63282,11,3,64720,14,20.0,-1.2934657,36.8212737,-1.2061844,36.7922321,629,1438,377,1158
8282,22490,2987,3,Business,5,1,50775,5,1,51600,5,1,52037,5,1,52163,5,1,53119,7,26.1,-1.270212,36.8210877,-1.3043821,36.7840586,551,956,825,563
8283,23795,2587,3,Business,10,6,42838,10,6,42994,10,6,44057,10,6,47142,10,6,47146,16,23.8,-1.207546,36.7913976,-1.28878,36.8168312,928,4,156,4148
8284,12023,1402,3,Business,6,3,39639,6,3,39890,6,3,41235,6,3,41568,6,3,42939,6,22.3,-1.2571472,36.7950633,-1.2813012,36.8323962,679,1371,251,1678
8285,10723,3283,3,Business,16,1,49922,16,1,50027,16,1,51826,16,1,52595,16,1,53583,5,22.6,-1.2600926,36.8088685,-1.2628473,36.781805,951,988,105,2568
8286,11416,3194,3,Business,4,2,53591,4,2,56515,4,2,56874,4,2,58026,4,2,61229,4,20.3,-1.2571472,36.7950633,-1.28164,36.816867,651,3203,2924,1511
8287,27676,1934,2,Personal,20,6,39869,20,6,39901,20,6,40073,20,6,40442,20,6,41489,9,25.4,-1.304033,36.7848695,-1.2502923,36.7887568,917,1047,32,541
8288,25250,393,3,Business,21,4,43378,21,4,43386,21,4,43390,21,4,45658,21,4,45660,14,25.2,-1.3167113,36.8301563,-1.306378,36.7519845,619,2,8,2272
8289,742,3599,3,Business,6,1,38252,6,1,40680,6,1,41008,6,1,41659,6,1,43579,14,23.25888921888938,-1.3302996,36.8707935,-1.2868736,36.7805882,581,1920,2428,979
8290,26569,1402,3,Business,18,6,36411,18,6,36435,18,6,37835,18,6,38171,18,6,41109,12,21.4,-1.2242729,36.8880921,-1.2813012,36.8323962,158,2938,24,1736
8291,18327,3420,3,Business,13,3,55683,13,3,55718,13,3,55796,13,3,55862,13,3,59000,6,27.2,-1.3046007,36.8211743,-1.265981,36.7936121,143,3138,35,144
